location,time,cases,deaths
USA-Illinois,2020-03-18,289,1
USA-Illinois,2020-03-19,426,4
USA-Illinois,2020-03-20,590,5
USA-Illinois,2020-03-21,759,6
USA-Illinois,2020-03-22,1058,9
USA-Illinois,2020-03-23,1285,12
USA-Illinois,2020-03-24,1551,16
USA-Illinois,2020-03-25,1865,19
USA-Illinois,2020-03-26,2538,26
USA-Indiana,2020-03-16,24,1
USA-Indiana,2020-03-17,30,2
USA-Indiana,2020-03-18,39,2
USA-Indiana,2020-03-19,56,2
USA-Indiana,2020-03-20,79,2
USA-Indiana,2020-03-21,126,4
USA-Indiana,2020-03-22,201,6
USA-Indiana,2020-03-23,259,7
USA-Indiana,2020-03-24,365,12
USA-Indiana,2020-03-25,477,14
USA-Indiana,2020-03-26,645,17
USA-Kansas,2020-03-14,6,1
USA-Kansas,2020-03-15,8,1
USA-Kansas,2020-03-16,11,1
USA-Kansas,2020-03-17,15,1
USA-Kansas,2020-03-18,16,1
USA-Kansas,2020-03-19,34,1
USA-Kansas,2020-03-20,44,1
USA-Kansas,2020-03-21,55,2
USA-Kansas,2020-03-22,64,2
USA-Kansas,2020-03-23,82,2
USA-Kansas,2020-03-24,98,2
USA-Kansas,2020-03-25,126,3
USA-Kansas,2020-03-26,168,3
USA-Kentucky,2020-03-16,21,1
USA-Kentucky,2020-03-17,22,1
USA-Kentucky,2020-03-18,26,1
USA-Kentucky,2020-03-19,35,1
USA-Kentucky,2020-03-20,47,1
USA-Kentucky,2020-03-21,54,2
USA-Kentucky,2020-03-22,99,3
USA-Kentucky,2020-03-23,104,3
USA-Kentucky,2020-03-24,124,4
USA-Kentucky,2020-03-25,157,4
USA-Kentucky,2020-03-26,198,4
USA-Louisiana,2020-03-15,91,2
USA-Louisiana,2020-03-16,114,2
USA-Louisiana,2020-03-17,171,4
USA-Louisiana,2020-03-18,240,6
USA-Louisiana,2020-03-19,347,8
USA-Louisiana,2020-03-20,479,12
USA-Louisiana,2020-03-21,585,16
USA-Louisiana,2020-03-22,837,20
USA-Louisiana,2020-03-23,1172,34
USA-Louisiana,2020-03-24,1388,46
USA-Louisiana,2020-03-25,1795,65
USA-Louisiana,2020-03-26,2305,83
USA-Massachusetts,2020-03-20,413,1
USA-Massachusetts,2020-03-21,525,1
USA-Massachusetts,2020-03-22,646,5
USA-Massachusetts,2020-03-23,777,9
USA-Massachusetts,2020-03-24,1159,11
USA-Massachusetts,2020-03-25,1838,15
USA-Massachusetts,2020-03-26,2417,25
USA-Maryland,2020-03-19,107,1
USA-Maryland,2020-03-20,149,1
USA-Maryland,2020-03-21,190,2
USA-Maryland,2020-03-22,244,3
USA-Maryland,2020-03-23,288,3
USA-Maryland,2020-03-24,349,3
USA-Maryland,2020-03-25,423,4
USA-Maryland,2020-03-26,580,4
USA-Michigan,2020-03-19,336,3
USA-Michigan,2020-03-20,549,3
USA-Michigan,2020-03-21,787,5
USA-Michigan,2020-03-22,1035,8
USA-Michigan,2020-03-23,1328,15
USA-Michigan,2020-03-24,1791,24
USA-Michigan,2020-03-25,2294,43
USA-Michigan,2020-03-26,2856,60
USA-Minnesota,2020-03-21,138,1
USA-Minnesota,2020-03-22,169,1
USA-Minnesota,2020-03-23,235,1
USA-Minnesota,2020-03-24,262,1
USA-Minnesota,2020-03-25,287,1
USA-Minnesota,2020-03-26,346,2
USA-Missouri,2020-03-19,24,1
USA-Missouri,2020-03-20,47,1
USA-Missouri,2020-03-21,73,3
USA-Missouri,2020-03-22,90,3
USA-Missouri,2020-03-23,183,3
USA-Missouri,2020-03-24,183,3
USA-Missouri,2020-03-25,356,8
USA-Missouri,2020-03-26,502,8
USA-Mississippi,2020-03-20,80,1
USA-Mississippi,2020-03-21,140,1
USA-Mississippi,2020-03-22,207,1
USA-Mississippi,2020-03-23,249,1
USA-Mississippi,2020-03-24,320,1
USA-Mississippi,2020-03-25,377,2
USA-Mississippi,2020-03-26,485,6
USA-North Carolina,2020-03-25,504,1
USA-North Carolina,2020-03-26,636,2
USA-New Hampshire,2020-03-24,101,1
USA-New Hampshire,2020-03-25,108,1
USA-New Hampshire,2020-03-26,137,1
USA-New Jersey,2020-03-11,24,1
USA-New Jersey,2020-03-12,30,1
USA-New Jersey,2020-03-13,50,1
USA-New Jersey,2020-03-14,50,1
USA-New Jersey,2020-03-15,98,2
USA-New Jersey,2020-03-16,178,2
USA-New Jersey,2020-03-17,267,3
USA-New Jersey,2020-03-18,427,5
USA-New Jersey,2020-03-19,742,9
USA-New Jersey,2020-03-20,890,11
USA-New Jersey,2020-03-21,1327,16
USA-New Jersey,2020-03-22,1914,20
USA-New Jersey,2020-03-23,2844,27
USA-New Jersey,2020-03-24,3675,44
USA-New Jersey,2020-03-25,4402,62
USA-New Jersey,2020-03-26,6876,81
USA-New Mexico,2020-03-25,100,1
USA-New Mexico,2020-03-26,112,1
USA-Nevada,2020-03-16,45,1
USA-Nevada,2020-03-17,55,1
USA-Nevada,2020-03-18,55,1
USA-Nevada,2020-03-19,95,1
USA-Nevada,2020-03-20,109,1
USA-Nevada,2020-03-21,124,2
USA-Nevada,2020-03-22,190,2
USA-Nevada,2020-03-23,245,4
USA-Nevada,2020-03-24,278,4
USA-Nevada,2020-03-25,321,6
USA-Nevada,2020-03-26,420,10
USA-New York,2020-03-15,729,3
USA-New York,2020-03-16,950,7
USA-New York,2020-03-17,1700,7
USA-New York,2020-03-18,2382,12
USA-New York,2020-03-19,4152,12
USA-New York,2020-03-20,7102,35
USA-New York,2020-03-21,10356,44
USA-New York,2020-03-22,15168,114
USA-New York,2020-03-23,20875,114
USA-New York,2020-03-24,25665,210
USA-New York,2020-03-25,30811,285
USA-New York,2020-03-26,37258,385
USA-Ohio,2020-03-20,169,1
USA-Ohio,2020-03-21,247,3
USA-Ohio,2020-03-22,351,3
USA-Ohio,2020-03-23,442,6
USA-Ohio,2020-03-24,564,8
USA-Ohio,2020-03-25,704,10
USA-Ohio,2020-03-26,867,15
USA-Oklahoma,2020-03-19,44,1
USA-Oklahoma,2020-03-20,49,1
USA-Oklahoma,2020-03-21,53,1
USA-Oklahoma,2020-03-22,67,2
USA-Oklahoma,2020-03-23,81,2
USA-Oklahoma,2020-03-24,106,3
USA-Oklahoma,2020-03-25,164,5
USA-Oklahoma,2020-03-26,248,7
USA-Oregon,2020-03-18,75,3
USA-Oregon,2020-03-19,88,3
USA-Oregon,2020-03-20,114,3
USA-Oregon,2020-03-21,114,3
USA-Oregon,2020-03-22,161,4
USA-Oregon,2020-03-23,191,5
USA-Oregon,2020-03-24,209,8
USA-Oregon,2020-03-25,209,8
USA-Oregon,2020-03-26,327,11
USA-Pennsylvania,2020-03-19,185,1
USA-Pennsylvania,2020-03-20,268,1
USA-Pennsylvania,2020-03-21,371,2
USA-Pennsylvania,2020-03-22,479,2
USA-Pennsylvania,2020-03-23,644,6
USA-Pennsylvania,2020-03-24,851,7
USA-Pennsylvania,2020-03-25,1127,11
USA-Pennsylvania,2020-03-26,1687,16
USA-Puerto Rico,2020-03-23,31,2
USA-Puerto Rico,2020-03-24,39,2
USA-Puerto Rico,2020-03-25,51,2
USA-Puerto Rico,2020-03-26,64,2
USA-South Carolina,2020-03-16,28,1
USA-South Carolina,2020-03-17,33,1
USA-South Carolina,2020-03-18,60,1
USA-South Carolina,2020-03-19,60,1
USA-South Carolina,2020-03-20,81,1
USA-South Carolina,2020-03-21,152,1
USA-South Carolina,2020-03-22,195,3
USA-South Carolina,2020-03-23,299,5
USA-South Carolina,2020-03-24,298,5
USA-South Carolina,2020-03-25,424,7
USA-South Carolina,2020-03-26,456,9
USA-South Dakota,2020-03-18,11,1
USA-South Dakota,2020-03-19,11,1
USA-South Dakota,2020-03-20,14,1
USA-South Dakota,2020-03-21,14,1
USA-South Dakota,2020-03-22,21,1
USA-South Dakota,2020-03-23,28,1
USA-South Dakota,2020-03-24,30,1
USA-South Dakota,2020-03-25,41,1
USA-South Dakota,2020-03-26,46,1
USA-Tennessee,2020-03-23,615,2
USA-Tennessee,2020-03-24,667,2
USA-Tennessee,2020-03-25,784,3
USA-Tennessee,2020-03-26,957,3
USA-Texas,2020-03-17,64,1
USA-Texas,2020-03-18,83,2
USA-Texas,2020-03-19,143,3
USA-Texas,2020-03-20,194,5
USA-Texas,2020-03-21,304,5
USA-Texas,2020-03-22,334,5
USA-Texas,2020-03-23,352,8
USA-Texas,2020-03-24,410,9
USA-Texas,2020-03-25,974,12
USA-Texas,2020-03-26,1396,18
USA-Utah,2020-03-22,181,1
USA-Utah,2020-03-23,257,1
USA-Utah,2020-03-24,299,1
USA-Utah,2020-03-25,346,1
USA-Utah,2020-03-26,402,1
USA-Virginia,2020-03-15,45,1
USA-Virginia,2020-03-16,51,1
USA-Virginia,2020-03-17,67,1
USA-Virginia,2020-03-18,77,1
USA-Virginia,2020-03-19,94,2
USA-Virginia,2020-03-20,114,2
USA-Virginia,2020-03-21,152,2
USA-Virginia,2020-03-22,219,3
USA-Virginia,2020-03-23,254,6
USA-Virginia,2020-03-24,290,7
USA-Virginia,2020-03-25,391,9
USA-Virginia,2020-03-26,460,13
USA-Vermont,2020-03-20,29,2
USA-Vermont,2020-03-21,29,2
USA-Vermont,2020-03-22,52,2
USA-Vermont,2020-03-23,75,5
USA-Vermont,2020-03-24,95,7
USA-Vermont,2020-03-25,123,8
USA-Vermont,2020-03-26,158,9
USA-Washington,2020-03-11,267,24
USA-Washington,2020-03-12,337,29
USA-Washington,2020-03-13,457,31
USA-Washington,2020-03-14,568,37
USA-Washington,2020-03-15,642,40
USA-Washington,2020-03-16,769,42
USA-Washington,2020-03-17,904,48
USA-Washington,2020-03-18,1012,52
USA-Washington,2020-03-19,1187,66
USA-Washington,2020-03-20,1376,74
USA-Washington,2020-03-21,1524,83
USA-Washington,2020-03-22,1793,94
USA-Washington,2020-03-23,1996,95
USA-Washington,2020-03-24,2221,110
USA-Washington,2020-03-25,2469,123
USA-Washington,2020-03-26,2580,132
USA-Wisconsin,2020-03-20,206,3
USA-Wisconsin,2020-03-21,281,4
USA-Wisconsin,2020-03-22,385,4
USA-Wisconsin,2020-03-23,416,5
USA-Wisconsin,2020-03-24,457,5
USA-Wisconsin,2020-03-25,585,7
USA-Wisconsin,2020-03-26,707,8
Netherlands,2020-03-06,128,1
Netherlands,2020-03-07,188,1
Netherlands,2020-03-08,265,3
Netherlands,2020-03-09,321,3
Netherlands,2020-03-10,382,4
Netherlands,2020-03-11,503,5
Netherlands,2020-03-12,614,5
Netherlands,2020-03-13,805,10
Netherlands,2020-03-14,960,12
Netherlands,2020-03-15,1136,20
Netherlands,2020-03-16,1414,24
Netherlands,2020-03-17,1704,43
Netherlands,2020-03-18,2052,58
Netherlands,2020-03-19,2461,76
Netherlands,2020-03-20,2994,106
Netherlands,2020-03-21,3631,136
Netherlands,2020-03-22,4204,179
Netherlands,2020-03-23,4749,213
Netherlands,2020-03-24,5560,276
Netherlands,2020-03-25,6412,356
Netherlands,2020-03-26,7431,434
Afghanistan,2020-03-22,24,1
Afghanistan,2020-03-23,34,1
Afghanistan,2020-03-24,40,1
Afghanistan,2020-03-25,42,1
Albania,2020-03-11,10,1
Albania,2020-03-12,11,1
Albania,2020-03-13,23,1
Albania,2020-03-14,33,1
Albania,2020-03-15,38,1
Albania,2020-03-16,42,1
Albania,2020-03-17,51,1
Albania,2020-03-18,55,1
Albania,2020-03-19,59,2
Albania,2020-03-20,70,2
Albania,2020-03-21,70,2
Albania,2020-03-22,76,2
Albania,2020-03-23,89,2
Albania,2020-03-24,100,4
Albania,2020-03-25,123,5
Andorra,2020-03-22,88,1
Andorra,2020-03-23,113,1
Andorra,2020-03-24,133,1
Andorra,2020-03-25,164,1
Argentina,2020-03-08,9,1
Argentina,2020-03-09,12,1
Argentina,2020-03-10,17,1
Argentina,2020-03-11,19,1
Argentina,2020-03-12,19,1
Argentina,2020-03-13,31,1
Argentina,2020-03-14,34,2
Argentina,2020-03-15,45,2
Argentina,2020-03-16,56,2
Argentina,2020-03-17,65,2
Argentina,2020-03-18,79,2
Argentina,2020-03-19,97,2
Argentina,2020-03-20,128,3
Argentina,2020-03-21,158,3
Argentina,2020-03-22,225,4
Argentina,2020-03-23,266,4
Argentina,2020-03-24,301,4
Argentina,2020-03-25,387,6
Algeria,2020-03-12,20,1
Algeria,2020-03-13,24,1
Algeria,2020-03-14,26,2
Algeria,2020-03-15,37,2
Algeria,2020-03-16,48,4
Algeria,2020-03-17,60,4
Algeria,2020-03-18,60,5
Algeria,2020-03-19,73,6
Algeria,2020-03-20,82,7
Algeria,2020-03-21,94,10
Algeria,2020-03-22,94,10
Algeria,2020-03-23,102,15
Algeria,2020-03-24,189,17
Algeria,2020-03-25,231,17
Australia,2020-03-01,26,1
Australia,2020-03-02,29,1
Australia,2020-03-03,33,1
Australia,2020-03-04,41,1
Australia,2020-03-05,52,2
Australia,2020-03-06,59,2
Australia,2020-03-07,63,2
Australia,2020-03-08,74,3
Australia,2020-03-09,80,3
Australia,2020-03-10,100,3
Australia,2020-03-11,112,3
Australia,2020-03-12,126,3
Australia,2020-03-13,156,3
Australia,2020-03-14,197,3
Australia,2020-03-15,249,3
Australia,2020-03-16,298,5
Australia,2020-03-17,375,5
Australia,2020-03-18,454,5
Australia,2020-03-19,565,6
Australia,2020-03-20,709,6
Australia,2020-03-21,874,7
Australia,2020-03-22,1098,7
Australia,2020-03-23,1709,7
Australia,2020-03-24,1823,7
Australia,2020-03-25,2423,8
Austria,2020-03-12,246,1
Austria,2020-03-13,361,1
Austria,2020-03-14,504,1
Austria,2020-03-15,655,1
Austria,2020-03-16,860,1
Austria,2020-03-17,1016,3
Austria,2020-03-18,1332,3
Austria,2020-03-19,1646,4
Austria,2020-03-20,2196,6
Austria,2020-03-21,2649,6
Austria,2020-03-22,3024,8
Austria,2020-03-23,3631,16
Austria,2020-03-24,4486,25
Austria,2020-03-25,5282,30
Azerbaijan,2020-03-13,13,1
Azerbaijan,2020-03-14,15,1
Azerbaijan,2020-03-15,19,1
Azerbaijan,2020-03-16,19,1
Azerbaijan,2020-03-17,19,1
Azerbaijan,2020-03-18,28,1
Azerbaijan,2020-03-19,34,1
Azerbaijan,2020-03-20,44,1
Azerbaijan,2020-03-21,44,1
Azerbaijan,2020-03-22,53,1
Azerbaijan,2020-03-23,65,1
Azerbaijan,2020-03-24,72,1
Azerbaijan,2020-03-25,87,1
Bahrain,2020-03-16,214,1
Bahrain,2020-03-17,221,1
Bahrain,2020-03-18,237,1
Bahrain,2020-03-19,256,1
Bahrain,2020-03-20,269,1
Bahrain,2020-03-21,285,1
Bahrain,2020-03-22,306,1
Bahrain,2020-03-23,334,2
Bahrain,2020-03-24,339,2
Bahrain,2020-03-25,390,3
Bangladesh,2020-03-18,8,1
Bangladesh,2020-03-19,10,1
Bangladesh,2020-03-20,10,1
Bangladesh,2020-03-21,17,2
Bangladesh,2020-03-22,24,2
Bangladesh,2020-03-23,27,3
Bangladesh,2020-03-24,33,3
Bangladesh,2020-03-25,39,4
Belgium,2020-03-11,267,3
Belgium,2020-03-12,314,3
Belgium,2020-03-13,399,3
Belgium,2020-03-14,559,3
Belgium,2020-03-15,689,4
Belgium,2020-03-16,886,4
Belgium,2020-03-17,1085,5
Belgium,2020-03-18,1243,5
Belgium,2020-03-19,1486,14
Belgium,2020-03-20,1795,21
Belgium,2020-03-21,2257,37
Belgium,2020-03-22,2815,67
Belgium,2020-03-23,3401,75
Belgium,2020-03-24,3743,88
Belgium,2020-03-25,4269,122
Bosnia and Herzegovina,2020-03-21,44,1
Bosnia and Herzegovina,2020-03-22,92,1
Bosnia and Herzegovina,2020-03-23,125,1
Bosnia and Herzegovina,2020-03-24,129,1
Bosnia and Herzegovina,2020-03-25,162,2
Brazil,2020-03-17,234,1
Brazil,2020-03-18,291,1
Brazil,2020-03-19,428,4
Brazil,2020-03-20,621,6
Brazil,2020-03-21,904,11
Brazil,2020-03-22,1128,18
Brazil,2020-03-23,1546,25
Brazil,2020-03-24,1891,34
Brazil,2020-03-25,2201,46
Bulgaria,2020-03-11,7,1
Bulgaria,2020-03-12,7,1
Bulgaria,2020-03-13,23,1
Bulgaria,2020-03-14,31,1
Bulgaria,2020-03-15,41,2
Bulgaria,2020-03-16,51,2
Bulgaria,2020-03-17,62,2
Bulgaria,2020-03-18,81,2
Bulgaria,2020-03-19,92,2
Bulgaria,2020-03-20,105,3
Bulgaria,2020-03-21,127,3
Bulgaria,2020-03-22,163,3
Bulgaria,2020-03-23,185,3
Bulgaria,2020-03-24,201,3
Bulgaria,2020-03-25,220,3
Burkina Faso,2020-03-18,20,1
Burkina Faso,2020-03-19,26,1
Burkina Faso,2020-03-20,33,1
Burkina Faso,2020-03-21,40,1
Burkina Faso,2020-03-22,64,3
Burkina Faso,2020-03-23,64,3
Burkina Faso,2020-03-24,75,3
Burkina Faso,2020-03-25,99,3
Cameroon,2020-03-25,72,1
Canada,2020-03-10,77,1
Canada,2020-03-11,93,1
Canada,2020-03-12,103,1
Canada,2020-03-13,138,1
Canada,2020-03-14,176,1
Canada,2020-03-15,244,1
Canada,2020-03-16,304,1
Canada,2020-03-17,424,4
Canada,2020-03-18,569,8
Canada,2020-03-19,690,9
Canada,2020-03-20,846,10
Canada,2020-03-21,971,12
Canada,2020-03-22,1231,13
Canada,2020-03-23,1430,18
Canada,2020-03-24,1646,24
Canada,2020-03-25,1959,27
Cabo Verde,2020-03-24,3,1
Cabo Verde,2020-03-25,3,1
Cases on an international conveyance Japan,2020-02-20,621,2
Cases on an international conveyance Japan,2020-02-21,634,2
Cases on an international conveyance Japan,2020-02-22,634,2
Cases on an international conveyance Japan,2020-02-23,634,2
Cases on an international conveyance Japan,2020-02-24,691,3
Cases on an international conveyance Japan,2020-02-25,691,3
Cases on an international conveyance Japan,2020-02-26,691,4
Cases on an international conveyance Japan,2020-02-27,705,4
Cases on an international conveyance Japan,2020-02-28,705,4
Cases on an international conveyance Japan,2020-02-29,705,6
Cases on an international conveyance Japan,2020-03-01,705,6
Cases on an international conveyance Japan,2020-03-02,705,6
Cases on an international conveyance Japan,2020-03-10,696,7
Cayman Islands,2020-03-21,3,1
Cayman Islands,2020-03-22,3,1
Cayman Islands,2020-03-23,3,1
Cayman Islands,2020-03-24,3,1
Cayman Islands,2020-03-25,3,1
Chile,2020-03-22,537,1
Chile,2020-03-23,632,1
Chile,2020-03-24,746,2
Chile,2020-03-25,922,2
China,2020-01-11,59,1
China,2020-01-12,59,1
China,2020-01-13,59,1
China,2020-01-14,59,1
China,2020-01-15,59,2
China,2020-01-16,59,2
China,2020-01-17,63,2
China,2020-01-18,80,2
China,2020-01-19,216,3
China,2020-01-20,235,3
China,2020-01-21,386,6
China,2020-01-22,526,17
China,2020-01-23,623,17
China,2020-01-24,882,26
China,2020-01-25,1323,41
China,2020-01-26,1988,56
China,2020-01-27,2775,81
China,2020-01-28,4528,106
China,2020-01-29,5994,132
China,2020-01-30,7734,170
China,2020-01-31,9714,213
China,2020-02-01,11809,259
China,2020-02-02,14399,304
China,2020-02-03,17211,361
China,2020-02-04,20448,426
China,2020-02-05,24320,492
China,2020-02-06,28047,564
China,2020-02-07,31207,637
China,2020-02-08,34625,723
China,2020-02-09,37232,812
China,2020-02-10,40206,909
China,2020-02-11,42696,1017
China,2020-02-12,44724,1114
China,2020-02-13,59865,1368
China,2020-02-14,64021,1381
China,2020-02-15,66559,1524
China,2020-02-16,68566,1666
China,2020-02-17,70618,1771
China,2020-02-18,72508,1869
China,2020-02-19,74258,2008
China,2020-02-20,74652,2120
China,2020-02-21,75543,2238
China,2020-02-22,76369,2347
China,2020-02-23,77016,2445
China,2020-02-24,77234,2595
China,2020-02-25,77749,2665
China,2020-02-26,78159,2717
China,2020-02-27,78598,2746
China,2020-02-28,78927,2790
China,2020-02-29,79355,2837
China,2020-03-01,79929,2872
China,2020-03-02,80134,2914
China,2020-03-03,80261,2946
China,2020-03-04,80380,2983
China,2020-03-05,80497,3014
China,2020-03-06,80667,3044
China,2020-03-07,80768,3072
China,2020-03-08,80814,3099
China,2020-03-09,80859,3122
China,2020-03-10,80879,3139
China,2020-03-11,80908,3161
China,2020-03-12,80932,3172
China,2020-03-13,80954,3179
China,2020-03-14,80973,3194
China,2020-03-15,80995,3203
China,2020-03-16,81020,3217
China,2020-03-17,81130,3226
China,2020-03-18,81163,3242
China,2020-03-19,81238,3250
China,2020-03-20,81337,3254
China,2020-03-21,81416,3261
China,2020-03-22,81499,3267
China,2020-03-23,81649,3276
China,2020-03-24,81748,3283
China,2020-03-25,81847,3287
Colombia,2020-03-22,210,1
Colombia,2020-03-23,235,2
Colombia,2020-03-24,235,3
Colombia,2020-03-25,235,3
Costa Rica,2020-03-19,69,1
Costa Rica,2020-03-20,87,1
Costa Rica,2020-03-21,113,2
Costa Rica,2020-03-22,117,2
Costa Rica,2020-03-23,134,2
Costa Rica,2020-03-24,158,2
Costa Rica,2020-03-25,177,2
Croatia,2020-03-19,81,1
Croatia,2020-03-20,104,1
Croatia,2020-03-21,126,1
Croatia,2020-03-22,206,1
Croatia,2020-03-23,235,1
Croatia,2020-03-24,306,1
Croatia,2020-03-25,382,1
Cuba,2020-03-18,7,1
Cuba,2020-03-19,11,1
Cuba,2020-03-20,16,1
Cuba,2020-03-21,21,1
Cuba,2020-03-22,25,1
Cuba,2020-03-23,35,1
Cuba,2020-03-24,40,1
Cuba,2020-03-25,48,1
Cyprus,2020-03-22,84,1
Cyprus,2020-03-23,95,1
Cyprus,2020-03-24,116,3
Cyprus,2020-03-25,124,3
Czechia,2020-03-22,995,1
Czechia,2020-03-23,1165,1
Czechia,2020-03-24,1236,1
Czechia,2020-03-25,1394,3
"Congo, Democratic Republic of the",2020-03-21,14,1
"Congo, Democratic Republic of the",2020-03-22,23,1
"Congo, Democratic Republic of the",2020-03-23,26,2
"Congo, Democratic Republic of the",2020-03-24,26,2
"Congo, Democratic Republic of the",2020-03-25,45,3
Denmark,2020-03-14,804,1
Denmark,2020-03-15,827,2
Denmark,2020-03-16,875,1
Denmark,2020-03-17,932,1
Denmark,2020-03-18,1024,4
Denmark,2020-03-19,1115,4
Denmark,2020-03-20,1151,6
Denmark,2020-03-21,1255,9
Denmark,2020-03-22,1326,13
Denmark,2020-03-23,1395,13
Denmark,2020-03-24,1460,24
Denmark,2020-03-25,1591,32
Dominican Republic,2020-03-17,11,1
Dominican Republic,2020-03-18,11,1
Dominican Republic,2020-03-19,21,2
Dominican Republic,2020-03-20,21,2
Dominican Republic,2020-03-21,34,2
Dominican Republic,2020-03-22,112,3
Dominican Republic,2020-03-23,202,3
Dominican Republic,2020-03-24,245,3
Dominican Republic,2020-03-25,312,6
Ecuador,2020-03-14,23,1
Ecuador,2020-03-15,28,2
Ecuador,2020-03-16,37,2
Ecuador,2020-03-17,58,2
Ecuador,2020-03-18,111,2
Ecuador,2020-03-19,168,3
Ecuador,2020-03-20,199,3
Ecuador,2020-03-21,426,7
Ecuador,2020-03-22,532,7
Ecuador,2020-03-23,789,14
Ecuador,2020-03-24,981,18
Ecuador,2020-03-25,1082,27
Egypt,2020-03-08,49,1
Egypt,2020-03-09,49,1
Egypt,2020-03-10,55,1
Egypt,2020-03-11,59,1
Egypt,2020-03-12,60,1
Egypt,2020-03-13,80,2
Egypt,2020-03-14,93,2
Egypt,2020-03-15,93,2
Egypt,2020-03-16,110,2
Egypt,2020-03-17,126,2
Egypt,2020-03-18,166,4
Egypt,2020-03-19,196,6
Egypt,2020-03-20,210,6
Egypt,2020-03-21,256,7
Egypt,2020-03-22,285,8
Egypt,2020-03-23,294,10
Egypt,2020-03-24,327,14
Egypt,2020-03-25,366,19
Estonia,2020-03-25,369,1
Finland,2020-03-21,450,1
Finland,2020-03-22,521,1
Finland,2020-03-23,626,1
Finland,2020-03-24,700,1
Finland,2020-03-25,792,1
France,2020-02-15,11,1
France,2020-02-16,11,1
France,2020-02-17,12,1
France,2020-02-18,12,1
France,2020-02-19,12,1
France,2020-02-20,12,1
France,2020-02-21,12,1
France,2020-02-22,12,1
France,2020-02-23,12,1
France,2020-02-24,12,1
France,2020-02-25,12,1
France,2020-02-26,14,1
France,2020-02-27,17,2
France,2020-02-28,38,2
France,2020-02-29,57,2
France,2020-03-01,100,2
France,2020-03-02,130,2
France,2020-03-03,178,3
France,2020-03-04,212,4
France,2020-03-05,285,4
France,2020-03-06,423,7
France,2020-03-07,613,9
France,2020-03-08,716,10
France,2020-03-09,1126,19
France,2020-03-10,1412,30
France,2020-03-11,1784,33
France,2020-03-12,2281,48
France,2020-03-13,2876,61
France,2020-03-14,3661,79
France,2020-03-15,4499,91
France,2020-03-16,5423,127
France,2020-03-17,6633,148
France,2020-03-18,7730,175
France,2020-03-19,9134,244
France,2020-03-20,10995,372
France,2020-03-21,12612,450
France,2020-03-22,14459,562
France,2020-03-23,16018,674
France,2020-03-24,19856,860
France,2020-03-25,22302,1100
Gabon,2020-03-20,3,1
Gabon,2020-03-21,3,1
Gabon,2020-03-22,3,1
Gabon,2020-03-23,6,1
Gabon,2020-03-24,6,1
Gabon,2020-03-25,6,1
Gambia,2020-03-24,2,1
Gambia,2020-03-25,3,1
Germany,2020-03-09,902,2
Germany,2020-03-10,1139,2
Germany,2020-03-11,1296,2
Germany,2020-03-12,1567,3
Germany,2020-03-13,2369,5
Germany,2020-03-14,3062,5
Germany,2020-03-15,3795,8
Germany,2020-03-16,4838,12
Germany,2020-03-17,6012,13
Germany,2020-03-18,7156,13
Germany,2020-03-19,8198,13
Germany,2020-03-20,14138,43
Germany,2020-03-21,18187,45
Germany,2020-03-22,21463,67
Germany,2020-03-23,24774,94
Germany,2020-03-24,29212,126
Germany,2020-03-25,31554,149
Ghana,2020-03-21,16,1
Ghana,2020-03-22,21,1
Ghana,2020-03-23,24,1
Ghana,2020-03-24,27,2
Ghana,2020-03-25,53,2
Greece,2020-03-11,90,1
Greece,2020-03-12,99,1
Greece,2020-03-13,133,1
Greece,2020-03-14,190,1
Greece,2020-03-15,228,3
Greece,2020-03-16,331,4
Greece,2020-03-17,352,4
Greece,2020-03-18,387,5
Greece,2020-03-19,418,5
Greece,2020-03-20,464,5
Greece,2020-03-21,495,8
Greece,2020-03-22,530,13
Greece,2020-03-23,624,15
Greece,2020-03-24,695,17
Greece,2020-03-25,743,20
Guam,2020-03-22,15,1
Guam,2020-03-23,27,1
Guam,2020-03-24,29,1
Guam,2020-03-25,32,1
Guatemala,2020-03-16,1,1
Guatemala,2020-03-17,6,1
Guatemala,2020-03-18,6,1
Guatemala,2020-03-19,8,1
Guatemala,2020-03-20,9,1
Guatemala,2020-03-21,13,1
Guatemala,2020-03-22,17,1
Guatemala,2020-03-23,19,1
Guatemala,2020-03-24,20,1
Guatemala,2020-03-25,21,1
Guyana,2020-03-12,1,1
Guyana,2020-03-13,1,1
Guyana,2020-03-14,1,1
Guyana,2020-03-15,4,1
Guyana,2020-03-16,4,1
Guyana,2020-03-17,4,1
Guyana,2020-03-18,4,1
Guyana,2020-03-19,5,1
Guyana,2020-03-20,5,1
Guyana,2020-03-21,5,1
Guyana,2020-03-22,5,1
Guyana,2020-03-23,5,1
Guyana,2020-03-24,5,1
Guyana,2020-03-25,5,1
Hungary,2020-03-15,31,1
Hungary,2020-03-16,39,1
Hungary,2020-03-17,50,1
Hungary,2020-03-18,50,1
Hungary,2020-03-19,73,1
Hungary,2020-03-20,85,1
Hungary,2020-03-21,85,4
Hungary,2020-03-22,131,4
Hungary,2020-03-23,167,7
Hungary,2020-03-24,187,8
Hungary,2020-03-25,226,10
Iceland,2020-03-15,138,5
Iceland,2020-03-17,199,1
Iceland,2020-03-18,247,1
Iceland,2020-03-19,250,1
Iceland,2020-03-20,330,1
Iceland,2020-03-21,409,1
Iceland,2020-03-22,473,1
